site,plot,biomass,cover,height,n,speciesName,authority,genus,family
M,I-17,20.2975,10,20.91111111111111,9,Fargesia sp,,Fargesia,Poaceae
M,I-17,0.9456,4,4.93,10,Geranium pylzowianum,Maximowicz,Geranium,Geraniaceae
M,I-17,4.2508,7,7.83,10,Hemiphragma heterophyllum,Wallich,Hemiphragma,Plantaginaceae
M,I-17,0.3053,1.2,5.15,10,Hypericum wightianum,Wallich ex Wight & Arnott,Hypericum,Hypericaceae
M,I-17,0.1658,1.2,4.2,1,Malaxis monophyllos,(Linnaeus) Swartz,Malaxis,Orchidaceae
M,I-17,1.2809,3,6.0249999999999995,4,Pedicularis davidii,Franchet,Pedicularis,Orobanchaceae
M,I-17,3.3491,5,8.542857142857143,7,Potentilla leuconota,D. Don,Potentilla,Rosaceae
M,I-17,0.8298,5,4.16,10,Prunella vulgaris,Linnaeus,Prunella,Lamiaceae
M,I-17,0.0427,0.2,5,1,Rhodiola yunnanensis,(Franchet) S. H. Fu,Rhodiola,Crassulaceae
M,I-17,2.3296,5,14.25,10,Swertia macrosperma,(C. B. Clarke) C. B. Clarke in J. D. Hooker,Swertia,Gentianaceae
M,I-17,0.3164,2,2.8333333333333335,3,Veronica szechuanica,Batalin,Veronica,Plantaginaceae
M,I-17,0.1274,1.2,1.7,1,Viola szetschwanensis,W. Becker & H. de Boissieu,Viola,Violaceae
M,I-18,20.8131,28,13.5,10,Anaphalis flavescens,Handel-Mazzetti,Anaphalis,Asteraceae
M,I-18,0.1112,0.8,5,1,Artemisia flaccida,Handel-Mazzetti,Artemisia,Asteraceae
M,I-18,30.4619,25,21.8,10,Calamagrostis scabrescens,(Grisebach) Munro ex Duthie,Deyeuxia,Poaceae
M,I-18,75.4283,36,22.6,10,Fargesia sp,,Fargesia,Poaceae
M,I-18,0.168,0.8,4.2,1,Fragaria orientalis,Losinskaja,Fragaria,Rosaceae
M,I-18,0.2703,0.5,16,1,Galium hoffmeisteri,,Galium,Rubiaceae
M,I-18,0.2425,1.2,5.2,1,Malaxis monophyllos,(Linnaeus) Swartz,Malaxis,Orchidaceae
M,I-18,2.3029,3,12,1,Poa pratensis,,Poa,Poaceae
M,I-18,0.4968,1,4.5,1,Potentilla leuconota,D. Don,Potentilla,Rosaceae
M,I-18,1.0242,3.8,16,2,Rhodiola yunnanensis,(Franchet) S. H. Fu,Rhodiola,Crassulaceae
M,I-18,4.5806,6,38,1,Unkown species10,,Unkown,NA
M,I-18,3.3435,5,36,1,Unkown species6,,Unkown,NA
M,I-18,0.4233,2,14,1,Unkown species9,,Unkown,NA
M,I-18,0.3418,1,4.433333333333334,3,Viola szetschwanensis,W. Becker & H. de Boissieu,Viola,Violaceae
M,I-19,0.1794,2,3,1,Anaphalis nepalensis,(Sprengel) Handel-Mazzetti,Anaphalis,Asteraceae
M,I-19,0.0871,1,4,1,Artemisia flaccida,Handel-Mazzetti,Artemisia,Asteraceae
M,I-19,0.5274,1,15,1,Clinopodium polycephalum,(Vaniot) C. Y. Wu & Hsuan ex P. S. Hsu,Clinopodium,Lamiaceae
M,I-19,20.9293,22,29.5,10,Calamagrostis scabrescens,(Grisebach) Munro ex Duthie,Deyeuxia,Poaceae
M,I-19,0.5228,1.5,17,1,Epilobium fangii,C. J. Chen et al,Epilobium,Onagraceae
M,I-19,62.2683,32,23.4,10,Fargesia sp,,Fargesia,Poaceae
M,I-19,0.6078,1,8,1,Festuca forrestii,St.-Yves,Festuca,Poaceae
M,I-19,0.2874,2,12.45,4,Galium hoffmeisteri,,Galium,Rubiaceae
M,I-19,0.8943,3,13.5,6,Geranium pylzowianum,Maximowicz,Geranium,Geraniaceae
M,I-19,0.1756,0.1,13,1,Halenia elliptica,D. Don,Halenia,Gentianaceae
M,I-19,0.1961,1,14,1,Hemiphragma heterophyllum,Wallich,Hemiphragma,Plantaginaceae
M,I-19,0.3987,3,5.4,3,Malaxis monophyllos,(Linnaeus) Swartz,Malaxis,Orchidaceae
M,I-19,1.4108,4,10.5,2,Notholirion bulbuliferum,,Notholirion,Liliaceae
M,I-19,0.9968,2,18,2,Pedicularis davidii,Franchet,Pedicularis,Orobanchaceae
M,I-19,1.6859,2,14.03,10,Poa pratensis,,Poa,Poaceae
M,I-19,0.1256,0.5,5.6,3,Potentilla leuconota,D. Don,Potentilla,Rosaceae
M,I-19,0.1037,1,2.8,1,Prunella vulgaris,Linnaeus,Prunella,Lamiaceae
M,I-19,0.4366,1.5,23,1,Rhodiola yunnanensis,(Franchet) S. H. Fu,Rhodiola,Crassulaceae
M,I-19,0.3512,1.1,11,1,Unkown species1,,Unkown,NA
M,I-19,1.6279,1.8,8.2,1,Unkown species10,,Unkown,NA
M,I-19,5.8832,6,23.709999999999997,10,Unkown species5,,Unkown,NA
M,I-19,0.3678,1,8,1,Unkown species9,,Unkown,NA
M,I-19,0.0806,0.5,5,1,Viola szetschwanensis,W. Becker & H. de Boissieu,Viola,Violaceae
M,I-2,0.4342,1,4.5,1,Anaphalis flavescens,Handel-Mazzetti,Anaphalis,Asteraceae
M,I-2,0.0834,0.8,5.6,1,Artemisia flaccida,Handel-Mazzetti,Artemisia,Asteraceae
M,I-2,2.1562,3,4.9399999999999995,10,Carex psychrophila,Nees,Carex,Cyperaceae
M,I-2,0.2174,0.3,7.8,1,Clinopodium polycephalum,(Vaniot) C. Y. Wu & Hsuan ex P. S. Hsu,Clinopodium,Lamiaceae
M,I-2,32.9117,35,20.76,10,Calamagrostis scabrescens,(Grisebach) Munro ex Duthie,Deyeuxia,Poaceae
M,I-2,0.1596,0.8,12,1,Epilobium fangii,C. J. Chen et al,Epilobium,Onagraceae
M,I-2,49.2078,25,18.58,10,Fargesia sp,,Fargesia,Poaceae
M,I-2,0.1317,0.5,7.8,1,Festuca forrestii,St.-Yves,Festuca,Poaceae
M,I-2,0.7817,3,7.9714285714285715,7,Fragaria orientalis,Losinskaja,Fragaria,Rosaceae
M,I-2,0.0417,0.2,8,1,Galium hoffmeisteri,,Galium,Rubiaceae
M,I-2,1.1998,4,15.28888888888889,9,Geranium pylzowianum,Maximowicz,Geranium,Geraniaceae
M,I-2,0.2983,0.8,23.5,2,Halenia elliptica,D. Don,Halenia,Gentianaceae
M,I-2,0.4389,2,18.25,2,Hemiphragma heterophyllum,Wallich,Hemiphragma,Plantaginaceae
M,I-2,0.0759,0.8,14.725,4,Hypericum wightianum,Wallich ex Wight & Arnott,Hypericum,Hypericaceae
M,I-2,0.1595,1.2,4.5,1,Malaxis monophyllos,(Linnaeus) Swartz,Malaxis,Orchidaceae
M,I-2,NA,0.8,6.2,1,Parasenecio latipes,(Franchet) Y. L. Chen,Parasenecio,Asteraceae
M,I-2,2.5017,3,30.18,5,Poa pratensis,,Poa,Poaceae
M,I-2,NA,0.5,19,1,Persicaria vivipara,Linnaeus,Polygonum,Polygonaceae
M,I-2,0.7054,2.2,16,2,Rhodiola yunnanensis,(Franchet) S. H. Fu,Rhodiola,Crassulaceae
M,I-2,0.3634,1,15,1,Swertia macrosperma,(C. B. Clarke) C. B. Clarke in J. D. Hooker,Swertia,Gentianaceae
M,I-2,1.8454,2,15.6,1,Unkown species2,,Unkown,NA
M,I-2,2.3178,10,10.32,10,Viola szetschwanensis,W. Becker & H. de Boissieu,Viola,Violaceae
M,I-20,0.6253,3,6.233333333333333,3,Anaphalis flavescens,Handel-Mazzetti,Anaphalis,Asteraceae
M,I-20,0.2356,0.8,8,2,Artemisia flaccida,Handel-Mazzetti,Artemisia,Asteraceae
M,I-20,2.2934,2,15,1,Bromus sinensis,Keng ex P. C. Keng,Bromus,Poaceae
M,I-20,2.7674,5,11.78,5,Carex psychrophila,Nees,Carex,Cyperaceae
M,I-20,0.3876,0.5,10,1,Clinopodium polycephalum,(Vaniot) C. Y. Wu & Hsuan ex P. S. Hsu,Clinopodium,Lamiaceae
M,I-20,17.5063,30,25.6,10,Calamagrostis scabrescens,(Grisebach) Munro ex Duthie,Deyeuxia,Poaceae
M,I-20,16.0021,8,16.63,10,Fargesia sp,,Fargesia,Poaceae
M,I-20,0.7142,1.5,12.88,5,Festuca forrestii,St.-Yves,Festuca,Poaceae
M,I-20,4.2067,7,9.96,10,Geranium pylzowianum,Maximowicz,Geranium,Geraniaceae
M,I-20,3.1449,3,5,3,Hemiphragma heterophyllum,Wallich,Hemiphragma,Plantaginaceae
M,I-20,1.1731,4,14.879999999999999,10,Hypericum wightianum,Wallich ex Wight & Arnott,Hypericum,Hypericaceae
M,I-20,0.1952,1.2,0.4,1,Malaxis monophyllos,(Linnaeus) Swartz,Malaxis,Orchidaceae
M,I-20,0.0889,2,8.9,1,Notholirion bulbuliferum,,Notholirion,Liliaceae
M,I-20,0.9307,2,10.799999999999999,3,Pedicularis davidii,Franchet,Pedicularis,Orobanchaceae
M,I-20,0.8076,1.2,12,1,Poa pratensis,,Poa,Poaceae
M,I-20,2.1543,3,7.92,5,Potentilla leuconota,D. Don,Potentilla,Rosaceae
M,I-20,0.8224,6,4.655555555555556,9,Prunella vulgaris,Linnaeus,Prunella,Lamiaceae
M,I-20,0.6271,0.5,14.649999999999999,2,Swertia macrosperma,(C. B. Clarke) C. B. Clarke in J. D. Hooker,Swertia,Gentianaceae
M,I-20,0.3863,1,8.625,4,Veronica szechuanica,Batalin,Veronica,Plantaginaceae
M,I-3,5.8791,10,6,2,Anaphalis nepalensis,(Sprengel) Handel-Mazzetti,Anaphalis,Asteraceae
M,I-3,0.6868,4,4.466666666666667,3,Artemisia flaccida,Handel-Mazzetti,Artemisia,Asteraceae
M,I-3,23.7174,20,13.08,10,Carex psychrophila,Nees,Carex,Cyperaceae
M,I-3,0.0248,0.1,11,1,Clinopodium polycephalum,(Vaniot) C. Y. Wu & Hsuan ex P. S. Hsu,Clinopodium,Lamiaceae
M,I-3,10.2291,6,20.29,10,Calamagrostis scabrescens,(Grisebach) Munro ex Duthie,Deyeuxia,Poaceae
M,I-3,0.1521,0.8,6.95,2,Epilobium fangii,C. J. Chen et al,Epilobium,Onagraceae
M,I-3,9.9029,6,13.442857142857143,7,Fargesia sp,,Fargesia,Poaceae
M,I-3,0.4681,1,8,1,Festuca forrestii,St.-Yves,Festuca,Poaceae
M,I-3,0.0645,1,3.65,2,Fragaria orientalis,Losinskaja,Fragaria,Rosaceae
M,I-3,0.6822,4,7.25,10,Geranium pylzowianum,Maximowicz,Geranium,Geraniaceae
M,I-3,3.6793,5,31.166666666666668,3,Halenia elliptica,D. Don,Halenia,Gentianaceae
M,I-3,1.8559,1.2,10.5,2,Hemiphragma heterophyllum,Wallich,Hemiphragma,Plantaginaceae
M,I-3,0.0359,0.4,5.2,1,Luzula multiflora,(Ehrhart) Lejeune,Luzula,Juncaceae
M,I-3,0.3225,2.2,8.1,2,Malaxis monophyllos,(Linnaeus) Swartz,Malaxis,Orchidaceae
M,I-3,0.0874,1,8.466666666666667,3,Parasenecio latipes,(Franchet) Y. L. Chen,Parasenecio,Asteraceae
M,I-3,0.5493,4,10.457142857142857,7,Pedicularis davidii,Franchet,Pedicularis,Orobanchaceae
M,I-3,0.2248,1,7.5,1,Poa pratensis,,Poa,Poaceae
M,I-3,0.3551,1.3,7.6,2,Potentilla leuconota,D. Don,Potentilla,Rosaceae
M,I-3,0.0887,0.2,9.2,1,Swertia macrosperma,(C. B. Clarke) C. B. Clarke in J. D. Hooker,Swertia,Gentianaceae
M,I-3,0.7181,2,7.8,1,Unkown species12,,Unkown,NA
M,I-4,0.0745,1,5,1,Artemisia flaccida,Handel-Mazzetti,Artemisia,Asteraceae
M,I-4,3.5247,5,11.93,10,Carex psychrophila,Nees,Carex,Cyperaceae
M,I-4,2.3809,8,13.45,4,Carpesium humile,C. Winkler,Carpesium,Asteraceae
M,I-4,0.0913,0.1,10,1,Clinopodium polycephalum,(Vaniot) C. Y. Wu & Hsuan ex P. S. Hsu,Clinopodium,Lamiaceae
M,I-4,28.1769,25,30.8,10,Calamagrostis scabrescens,(Grisebach) Munro ex Duthie,Deyeuxia,Poaceae
M,I-4,0.0438,0.2,12,1,Epilobium fangii,C. J. Chen et al,Epilobium,Onagraceae
M,I-4,61.7542,31,29.8,10,Fargesia sp,,Fargesia,Poaceae
M,I-4,0.6214,2,10,2,Fragaria orientalis,Losinskaja,Fragaria,Rosaceae
M,I-4,1.9673,2,15.24,10,Galium hoffmeisteri,,Galium,Rubiaceae
M,I-4,1.6229,3,14.042857142857143,7,Geranium pylzowianum,Maximowicz,Geranium,Geraniaceae
M,I-4,0.5084,1.8,26.5,2,Halenia elliptica,D. Don,Halenia,Gentianaceae
M,I-4,1.5106,3,32.4,7,Poa pratensis,,Poa,Poaceae
M,I-4,6.1663,10,14.11,10,Polygonum runcinatum,Buchanan-Hamilton ex D. Don,Polygonum,Polygonaceae
M,I-4,0.3242,0.5,18,1,Swertia macrosperma,(C. B. Clarke) C. B. Clarke in J. D. Hooker,Swertia,Gentianaceae
M,I-5,3.7308,8,7.42,10,Anaphalis flavescens,Handel-Mazzetti,Anaphalis,Asteraceae
M,I-5,0.1333,1,4,2,Artemisia flaccida,Handel-Mazzetti,Artemisia,Asteraceae
M,I-5,0.8203,1,7.64,5,Clinopodium polycephalum,(Vaniot) C. Y. Wu & Hsuan ex P. S. Hsu,Clinopodium,Lamiaceae
M,I-5,21.587,25,22.47,10,Calamagrostis scabrescens,(Grisebach) Munro ex Duthie,Deyeuxia,Poaceae
M,I-5,0.2251,0.3,12.8,1,Epilobium fangii,C. J. Chen et al,Epilobium,Onagraceae
M,I-5,14.9772,8,16.344444444444445,9,Fargesia sp,,Fargesia,Poaceae
M,I-5,0.0271,0.1,4.5,1,Festuca forrestii,St.-Yves,Festuca,Poaceae
M,I-5,5.9987,10,13.83,10,Geranium pylzowianum,Maximowicz,Geranium,Geraniaceae
M,I-5,3.5841,10,18.74,10,Halenia elliptica,D. Don,Halenia,Gentianaceae
M,I-5,3.5283,5,11.2,10,Hemiphragma heterophyllum,Wallich,Hemiphragma,Plantaginaceae
M,I-5,0.0681,0.4,8,1,Hypericum wightianum,Wallich ex Wight & Arnott,Hypericum,Hypericaceae
M,I-5,4.7851,6,12.644444444444444,9,Pedicularis davidii,Franchet,Pedicularis,Orobanchaceae
M,I-5,0.2329,1,11.971428571428572,7,Poa pratensis,,Poa,Poaceae
M,I-5,0.3767,4,12.375,4,Polygonum runcinatum,Buchanan-Hamilton ex D. Don,Polygonum,Polygonaceae
M,I-5,2.9941,5,14.9,4,Potentilla leuconota,D. Don,Potentilla,Rosaceae
M,I-5,0.4089,0.5,13,4,Swertia macrosperma,(C. B. Clarke) C. B. Clarke in J. D. Hooker,Swertia,Gentianaceae
M,I-5,0.0757,2.5,3.333333333333333,3,Viola szetschwanensis,W. Becker & H. de Boissieu,Viola,Violaceae
M,I-6,0.4486,1.5,10,1,Anaphalis nepalensis,(Sprengel) Handel-Mazzetti,Anaphalis,Asteraceae
M,I-6,0.0986,1,15,1,Artemisia flaccida,Handel-Mazzetti,Artemisia,Asteraceae
M,I-6,0.0493,0.1,8,1,Carex psychrophila,Nees,Carex,Cyperaceae
M,I-6,0.2409,0.2,29.5,2,Clinopodium polycephalum,(Vaniot) C. Y. Wu & Hsuan ex P. S. Hsu,Clinopodium,Lamiaceae
M,I-6,44.8952,36,26.3,10,Calamagrostis scabrescens,(Grisebach) Munro ex Duthie,Deyeuxia,Poaceae
M,I-6,0.1546,1,10,1,Epilobium fangii,C. J. Chen et al,Epilobium,Onagraceae
M,I-6,42.7583,30,22.75,10,Fargesia sp,,Fargesia,Poaceae
M,I-6,0.0341,0.1,7.5,1,Festuca forrestii,St.-Yves,Festuca,Poaceae
M,I-6,0.8793,4,10.43,10,Fragaria orientalis,Losinskaja,Fragaria,Rosaceae
M,I-6,0.0124,0.2,13.5,1,Galium hoffmeisteri,,Galium,Rubiaceae
M,I-6,1.0332,3,13.89,10,Geranium pylzowianum,Maximowicz,Geranium,Geraniaceae
M,I-6,0.6956,3,19.75,4,Halenia elliptica,D. Don,Halenia,Gentianaceae
M,I-6,0.5842,1.5,13,3,Hemiphragma heterophyllum,Wallich,Hemiphragma,Plantaginaceae
M,I-6,0.0602,0.2,6,1,Pedicularis davidii,Franchet,Pedicularis,Orobanchaceae
M,I-6,2.5257,2,30.25,6,Poa pratensis,,Poa,Poaceae
M,I-6,0.4936,2,9.766666666666667,3,Polygonum runcinatum,Buchanan-Hamilton ex D. Don,Polygonum,Polygonaceae
M,I-6,0.5808,1,9,1,Potentilla leuconota,D. Don,Potentilla,Rosaceae
M,I-6,0.2982,1.2,13.05,2,Rhodiola yunnanensis,(Franchet) S. H. Fu,Rhodiola,Crassulaceae
M,I-6,0.6832,3,16,1,Unkown species9,,Unkown,NA
M,I-6,0.3172,1.5,14.333333333333334,3,Veronica szechuanica,Batalin,Veronica,Plantaginaceae
M,I-7,0.0908,2,6.7,1,Anaphalis nepalensis,(Sprengel) Handel-Mazzetti,Anaphalis,Asteraceae
M,I-7,0.1383,0.8,7,1,Artemisia flaccida,Handel-Mazzetti,Artemisia,Asteraceae
M,I-7,3.4661,4,15,1,Bromus sinensis,Keng ex P. C. Keng,Bromus,Poaceae
M,I-7,0.2831,1,5,1,Carex psychrophila,Nees,Carex,Cyperaceae
M,I-7,0.3785,4,6.2,1,Carpesium humile,C. Winkler,Carpesium,Asteraceae
M,I-7,0.673,1.2000000000000002,16.333333333333332,3,Clinopodium polycephalum,(Vaniot) C. Y. Wu & Hsuan ex P. S. Hsu,Clinopodium,Lamiaceae
M,I-7,19.7884,20,27.8,10,Calamagrostis scabrescens,(Grisebach) Munro ex Duthie,Deyeuxia,Poaceae
M,I-7,0.8216,1.2,16.666666666666668,3,Epilobium fangii,C. J. Chen et al,Epilobium,Onagraceae
M,I-7,6.7001,3,17,2,Fargesia sp,,Fargesia,Poaceae
M,I-7,0.1817,0.8,6.3,1,Festuca forrestii,St.-Yves,Festuca,Poaceae
M,I-7,1.0841,3,24.125,4,Galium hoffmeisteri,,Galium,Rubiaceae
M,I-7,0.6835,2,6.76,5,Geranium pylzowianum,Maximowicz,Geranium,Geraniaceae
M,I-7,0.1915,2,17,1,Hemiphragma heterophyllum,Wallich,Hemiphragma,Plantaginaceae
M,I-7,0.0964,1,15.333333333333334,3,Hypericum wightianum,Wallich ex Wight & Arnott,Hypericum,Hypericaceae
M,I-7,1.311,5,36.2,5,Iris bulleyana,Dykes,Iris,Iridaceae
M,I-7,0.2074,1,5.2,1,Malaxis monophyllos,(Linnaeus) Swartz,Malaxis,Orchidaceae
M,I-7,0.7298,1.2,15,1,Pedicularis davidii,Franchet,Pedicularis,Orobanchaceae
M,I-7,5.2184,5,34.02,10,Poa pratensis,,Poa,Poaceae
M,I-7,2.1834,3,24,4,Polygonum runcinatum,Buchanan-Hamilton ex D. Don,Polygonum,Polygonaceae
M,I-7,1.0396,2,8,1,Potentilla leuconota,D. Don,Potentilla,Rosaceae
M,I-7,NA,0.1,4.05,2,Pseudostellaria davidii,(Franchet) Pax,Pseudostellaria,Caryophyllaceae
M,I-7,17.3365,30,18,6,Unkown species12,,Unkown,NA
M,I-7,0.0917,0.8,8.9,1,Veronica szechuanica,Batalin,Veronica,Plantaginaceae
M,I-7,0.6406,4,8.257142857142858,7,Viola szetschwanensis,W. Becker & H. de Boissieu,Viola,Violaceae
M,I-8,0.0494,0.5,4.3,1,Anaphalis nepalensis,(Sprengel) Handel-Mazzetti,Anaphalis,Asteraceae
M,I-8,0.1723,2,17,1,Carpesium humile,C. Winkler,Carpesium,Asteraceae
M,I-8,71.9546,60,35.55,10,Calamagrostis scabrescens,(Grisebach) Munro ex Duthie,Deyeuxia,Poaceae
M,I-8,0.0694,2,11,1,Epilobium fangii,C. J. Chen et al,Epilobium,Onagraceae
M,I-8,22.0775,10,21.55,8,Fargesia sp,,Fargesia,Poaceae
M,I-8,0.2847,0.5,7.5,1,Festuca forrestii,St.-Yves,Festuca,Poaceae
M,I-8,0.0778,0.3,8,1,Fragaria orientalis,Losinskaja,Fragaria,Rosaceae
M,I-8,0.1607,0.5,15,1,Galium hoffmeisteri,,Galium,Rubiaceae
M,I-8,1.2654,3,17.642857142857142,7,Geranium pylzowianum,Maximowicz,Geranium,Geraniaceae
M,I-8,0.5853,1.2,14.879999999999999,5,Halenia elliptica,D. Don,Halenia,Gentianaceae
M,I-8,0.2511,2.3,9.333333333333334,3,Parasenecio latipes,(Franchet) Y. L. Chen,Parasenecio,Asteraceae
M,I-8,0.8497,2.2,15.5,2,Pedicularis davidii,Franchet,Pedicularis,Orobanchaceae
M,I-8,2.0763,4,19.86,10,Poa pratensis,,Poa,Poaceae
M,I-8,0.0941,1,9.8,2,Potentilla leuconota,D. Don,Potentilla,Rosaceae
M,I-8,0.0258,0.2,8,1,Pseudostellaria davidii,(Franchet) Pax,Pseudostellaria,Caryophyllaceae
M,I-8,0.1158,1.5,19.666666666666668,3,Swertia macrosperma,(C. B. Clarke) C. B. Clarke in J. D. Hooker,Swertia,Gentianaceae
M,I-8,0.3312,1.8,13.766666666666667,3,Veronica szechuanica,Batalin,Veronica,Plantaginaceae
M,I-9,0.2531,1,3.3666666666666667,3,Anaphalis nepalensis,(Sprengel) Handel-Mazzetti,Anaphalis,Asteraceae
M,I-9,0.2117,1,5.6,1,Artemisia flaccida,Handel-Mazzetti,Artemisia,Asteraceae
M,I-9,1.0716,2,11.185714285714285,7,Carex psychrophila,Nees,Carex,Cyperaceae
M,I-9,11.1156,4,32.375,4,Calamagrostis scabrescens,(Grisebach) Munro ex Duthie,Deyeuxia,Poaceae
M,I-9,8.779,4,19.9,2,Fargesia sp,,Fargesia,Poaceae
M,I-9,0.0396,0.2,7.8,1,Festuca forrestii,St.-Yves,Festuca,Poaceae
M,I-9,6.5161,12,8.64,10,Geranium pylzowianum,Maximowicz,Geranium,Geraniaceae
M,I-9,9.6255,33,19.66,10,Halenia elliptica,D. Don,Halenia,Gentianaceae
M,I-9,0.6345,1,6.5,1,Hemiphragma heterophyllum,Wallich,Hemiphragma,Plantaginaceae
M,I-9,0.2551,1,3.6666666666666665,3,Hypericum wightianum,Wallich ex Wight & Arnott,Hypericum,Hypericaceae
M,I-9,0.0852,0.2,13,1,Iris bulleyana,Dykes,Iris,Iridaceae
M,I-9,2.9267,1.8,14.175,4,Pedicularis davidii,Franchet,Pedicularis,Orobanchaceae
M,I-9,7.6918,10,12.4,6,Potentilla leuconota,D. Don,Potentilla,Rosaceae
M,I-9,2.7667,12,6.18,10,Prunella vulgaris,Linnaeus,Prunella,Lamiaceae
M,I-9,NA,0.1,2.6,1,Pseudostellaria davidii,(Franchet) Pax,Pseudostellaria,Caryophyllaceae
M,I-9,0.0159,0.1,4.3,1,Ranunculus brotherusii var. tanguticus,(Maximowicz) Ovczinnikov,Ranunculus,Ranunculaceae
M,I-9,0.4509,1,7.425,4,Swertia macrosperma,(C. B. Clarke) C. B. Clarke in J. D. Hooker,Swertia,Gentianaceae
M,I-9,0.1798,1,14.442857142857143,7,Unkown species5,,Unkown,NA
M,I-9,1.9023,6,16.566666666666666,3,Unkown species6,,Unkown,NA
M,I-9,0.5422,2,7.8,1,Veronica szechuanica,Batalin,Veronica,Plantaginaceae
L,I-1,0.4047,1,8,4,Agrostis clavata,Trinius,Agrostis,Poaceae
L,I-1,1.1683,6,10.8,10,Carex finitima,Boott,Carex,Cyperaceae
L,I-1,9.9497,35,10.81,10,Carex nubigena,D. Don ex Tilloch & Taylor,Carex,Cyperaceae
L,I-1,1.1991,3,8.47,10,Festuca sp,,Festuca,Poaceae
L,I-1,1.0889,1,13.166666666666666,3,Halenia elliptica,D. Don,Halenia,Gentianaceae
L,I-1,0.1306,0.2,5.199999999999999,2,Hypericum wightianum,Wallich ex Wight & Arnott,Hypericum,Hypericaceae
L,I-1,3.1428,5,11.49,10,Poa pratensis,,Poa,Poaceae
L,I-1,41.607,60,6.73,10,Potentilla leuconota,,Potentilla,Rosaceae
L,I-1,0.0967,0.8,4.8,4,Trifolium repens,Linnaeus,Trifolium,Fabaceae
L,I-1,0.0053,0.2,0.3,6,Unkown sp.green,,Unkown,NA
L,I-10,16.5297,20,22.733333333333334,6,Agrostis clavata,Trinius,Agrostis,Poaceae
L,I-10,9.7049,30,21.05,10,Carex finitima,Boott,Carex,Cyperaceae
L,I-10,8.4357,8,25.34,10,Carex nubigena,D. Don ex Tilloch & Taylor,Carex,Cyperaceae
L,I-10,0.9996,2,15.93,10,Clinopodium polycephalum,(Vaniot) C. Y. Wu & Hsuan ex P. S. Hsu,Clinopodium,Lamiaceae
L,I-10,0.755,0.8,20.075,4,Epilobium fangii,C. J. Chen et al,Epilobium,Onagraceae
L,I-10,6.959699999999999,18,24.54,10,Galium hoffmeisteri,,Galium,Rubiaceae
L,I-10,1.3319999999999999,4.5,5.71,10,Geum aleppicum,Jacquin,Geum,Rosaceae
L,I-10,0.4235,7,7.085714285714285,14,Halenia elliptica,D. Don,Halenia,Gentianaceae
L,I-10,5.4981,10,13.71,10,Plantago asiatica,Linnaeus,Plantago,Plantaginaceae
L,I-10,3.322,4,10,1,Poa pratensis,,Poa,Poaceae
L,I-10,4.6597,5,14.316666666666666,6,Potentilla leuconota,,Potentilla,Rosaceae
L,I-10,0.1641,3,6.05,2,Prunella vulgaris,Linnaeus,Prunella,Lamiaceae
L,I-10,2.5787,4,15.23,10,Trifolium repens,Linnaeus,Trifolium,Fabaceae
L,I-10,1.0686,2,12.959999999999999,5,Veronica szechuanica,Batalin,Veronica,Plantaginaceae
L,I-11,0.6371,9,10.4,12,Agrostis clavata,Trinius,Agrostis,Poaceae
L,I-11,4.4697000000000005,8,22.3,10,Carex finitima,Boott,Carex,Cyperaceae
L,I-11,0.9796999999999993,6,15.83,10,Carex nubigena,D. Don ex Tilloch & Taylor,Carex,Cyperaceae
L,I-11,0.0963,3,13.84,10,Cerastium szechuense,F. N. Williams,Cerastium,Caryophyllaceae
L,I-11,1.0724,5,12.8,5,Clinopodium polycephalum,(Vaniot) C. Y. Wu & Hsuan ex P. S. Hsu,Clinopodium,Lamiaceae
L,I-11,0.1206,1,11.266666666666667,3,Calamagrostis scabrescens,(Grisebach) Munro ex Duthie,Deyeuxia,Poaceae
L,I-11,12.734700000000004,15,14.114285714285714,7,Festuca sp,,Festuca,Poaceae
L,I-11,0.0526,0.2,5.2,1,Fragaria orientalis,Losinskaja,Fragaria,Rosaceae
L,I-11,NA,0.2,1.35,2,Galium hoffmeisteri,,Galium,Rubiaceae
L,I-11,0.4532,1.2,8.9,1,Geum aleppicum,Jacquin,Geum,Rosaceae
L,I-11,0.1346,3,2.8,10,Halenia elliptica,D. Don,Halenia,Gentianaceae
L,I-11,3.1981,2,19.72,5,Myriactis nepalensis,Lessing,Myriactis,Asteraceae
L,I-11,3.8838,8,8.15,10,Plantago asiatica,Linnaeus,Plantago,Plantaginaceae
L,I-11,2.4198,2,16.7,1,Poa pratensis,,Poa,Poaceae
L,I-11,0.0461,0.8,8.45,2,Polygonum runcinatum,Buchanan-Hamilton ex D. Don,Polygonum,Polygonaceae
L,I-11,24.1447,30,11.67,10,Potentilla leuconota,,Potentilla,Rosaceae
L,I-11,0.0665,0.5,2.8,1,Ranunculus brotherusii var. tanguticus,(Maximowicz) Ovczinnikov,Ranunculus,Ranunculaceae
L,I-11,0.012,0.1,6.949999999999999,2,Sagina japonica,(Swartz) Ohwi,Sagina,Caryophyllaceae
L,I-11,0.9844,4,6.8,10,Trifolium repens,Linnaeus,Trifolium,Fabaceae
L,I-12,NA,31.2,12,2,Agrostis clavata,Trinius,Agrostis,Poaceae
L,I-12,1.3492,3,13.342857142857143,7,Carex finitima,Boott,Carex,Cyperaceae
L,I-12,14.176000000000002,8,16,10,Carex nubigena,D. Don ex Tilloch & Taylor,Carex,Cyperaceae
