site,taxon_std,taxon,year,date,plot,abundance,notes
Road,Erigeron speciosus,Erigeron speciosus,2016,2016-07-03T00:00:00Z,1,13,"Formerly ERIG4, ERIG3"
Road,Erigeron speciosus,Erigeron speciosus,2016,2016-07-03T00:00:00Z,2,0,"Formerly ERIG4, ERIG3"
Road,Erigeron speciosus,Erigeron speciosus,2016,2016-07-03T00:00:00Z,3,1,"Formerly ERIG4, ERIG3"
Road,Erigeron speciosus,Erigeron speciosus,2016,2016-07-03T00:00:00Z,4,0,"Formerly ERIG4, ERIG3"
Road,Erigeron speciosus,Erigeron speciosus,2016,2016-07-03T00:00:00Z,5,0,"Formerly ERIG4, ERIG3"
Road,Eriogonum umbellatum,Eriogonum umbellatum,2016,2016-07-03T00:00:00Z,1,10,NA
Road,Eriogonum umbellatum,Eriogonum umbellatum,2016,2016-07-03T00:00:00Z,2,0,NA
Road,Eriogonum umbellatum,Eriogonum umbellatum,2016,2016-07-03T00:00:00Z,3,0,NA
Road,Eriogonum umbellatum,Eriogonum umbellatum,2016,2016-07-03T00:00:00Z,4,0,NA
Road,Eriogonum umbellatum,Eriogonum umbellatum,2016,2016-07-03T00:00:00Z,5,0,NA
Road,Geranium viscosissimum,Geranium viscosissimum,2016,2016-07-03T00:00:00Z,1,2,NA
Road,Geranium viscosissimum,Geranium viscosissimum,2016,2016-07-03T00:00:00Z,2,1,NA
Road,Geranium viscosissimum,Geranium viscosissimum,2016,2016-07-03T00:00:00Z,3,0,NA
Road,Geranium viscosissimum,Geranium viscosissimum,2016,2016-07-03T00:00:00Z,4,0,NA
Road,Geranium viscosissimum,Geranium viscosissimum,2016,2016-07-03T00:00:00Z,5,0,NA
Road,Hymenoxys hoopesii,Hymenoxys hoopesii,2016,2016-07-03T00:00:00Z,1,0,Same looking 7-13
Road,Hymenoxys hoopesii,Hymenoxys hoopesii,2016,2016-07-03T00:00:00Z,2,0,Same looking 7-13
Road,Hymenoxys hoopesii,Hymenoxys hoopesii,2016,2016-07-03T00:00:00Z,3,0,Same looking 7-13
Road,Hymenoxys hoopesii,Hymenoxys hoopesii,2016,2016-07-03T00:00:00Z,4,0,Same looking 7-13
Road,Hymenoxys hoopesii,Hymenoxys hoopesii,2016,2016-07-03T00:00:00Z,5,1,Same looking 7-13
Road,Juncus sp.,Juncus sp.,2016,2016-07-03T00:00:00Z,1,0,NA
Road,Juncus sp.,Juncus sp.,2016,2016-07-03T00:00:00Z,2,0,NA
Road,Juncus sp.,Juncus sp.,2016,2016-07-03T00:00:00Z,3,0,NA
Road,Juncus sp.,Juncus sp.,2016,2016-07-03T00:00:00Z,4,0,NA
Road,Juncus sp.,Juncus sp.,2016,2016-07-03T00:00:00Z,5,3,NA
Road,Lathyrus lanszwertii,Lathyrus lanzwertii,2016,2016-07-03T00:00:00Z,1,1,NA
Road,Lathyrus lanszwertii,Lathyrus lanzwertii,2016,2016-07-03T00:00:00Z,2,3,NA
Road,Lathyrus lanszwertii,Lathyrus lanzwertii,2016,2016-07-03T00:00:00Z,3,0,NA
Road,Lathyrus lanszwertii,Lathyrus lanzwertii,2016,2016-07-03T00:00:00Z,4,0,NA
Road,Lathyrus lanszwertii,Lathyrus lanzwertii,2016,2016-07-03T00:00:00Z,5,0,NA
Road,Lupinus polyphyllus var. prunophilus,Lupinus polyphyllus var. prunophilus,2016,2016-07-03T00:00:00Z,1,1,NA
Road,Lupinus polyphyllus var. prunophilus,Lupinus polyphyllus var. prunophilus,2016,2016-07-03T00:00:00Z,2,3,NA
Road,Lupinus polyphyllus var. prunophilus,Lupinus polyphyllus var. prunophilus,2016,2016-07-03T00:00:00Z,3,0,NA
Road,Lupinus polyphyllus var. prunophilus,Lupinus polyphyllus var. prunophilus,2016,2016-07-03T00:00:00Z,4,0,NA
Road,Lupinus polyphyllus var. prunophilus,Lupinus polyphyllus var. prunophilus,2016,2016-07-03T00:00:00Z,5,0,NA
Road,Melica spectabilis,Bromelica spectabilis,2016,2016-07-03T00:00:00Z,1,0,NA
Road,Melica spectabilis,Bromelica spectabilis,2016,2016-07-03T00:00:00Z,2,3,NA
Road,Melica spectabilis,Bromelica spectabilis,2016,2016-07-03T00:00:00Z,3,0,NA
Road,Melica spectabilis,Bromelica spectabilis,2016,2016-07-03T00:00:00Z,4,0,NA
Road,Melica spectabilis,Bromelica spectabilis,2016,2016-07-03T00:00:00Z,5,0,NA
Road,Phleum pratense,Phleum pratense,2016,2016-07-03T00:00:00Z,1,0,"Some of this could be Koeleria macrantha (PG01), which was in the area of plot 5. But there were no to few seed heads so was hard to tell."
Road,Phleum pratense,Phleum pratense,2016,2016-07-03T00:00:00Z,2,0,"Some of this could be Koeleria macrantha (PG01), which was in the area of plot 5. But there were no to few seed heads so was hard to tell."
Road,Phleum pratense,Phleum pratense,2016,2016-07-03T00:00:00Z,3,0,"Some of this could be Koeleria macrantha (PG01), which was in the area of plot 5. But there were no to few seed heads so was hard to tell."
Road,Phleum pratense,Phleum pratense,2016,2016-07-03T00:00:00Z,4,66,"Some of this could be Koeleria macrantha (PG01), which was in the area of plot 5. But there were no to few seed heads so was hard to tell."
Road,Phleum pratense,Phleum pratense,2016,2016-07-03T00:00:00Z,5,12,"Some of this could be Koeleria macrantha (PG01), which was in the area of plot 5. But there were no to few seed heads so was hard to tell."
Road,Poa pratensis,Poa pratensis,2016,2016-07-03T00:00:00Z,1,8,NA
Road,Poa pratensis,Poa pratensis,2016,2016-07-03T00:00:00Z,2,95,NA
Road,Poa pratensis,Poa pratensis,2016,2016-07-03T00:00:00Z,3,124,NA
Road,Poa pratensis,Poa pratensis,2016,2016-07-03T00:00:00Z,4,53,NA
Road,Poa pratensis,Poa pratensis,2016,2016-07-03T00:00:00Z,5,1,NA
Road,Potentilla fruticosa,Potentilla fruticosa,2016,2016-07-03T00:00:00Z,1,0,NA
Road,Potentilla fruticosa,Potentilla fruticosa,2016,2016-07-03T00:00:00Z,2,3,NA
Road,Potentilla fruticosa,Potentilla fruticosa,2016,2016-07-03T00:00:00Z,3,0,NA
Road,Potentilla fruticosa,Potentilla fruticosa,2016,2016-07-03T00:00:00Z,4,1,NA
Road,Potentilla fruticosa,Potentilla fruticosa,2016,2016-07-03T00:00:00Z,5,2,NA
Road,Potentilla gracilis,Potentilla gracilis,2016,2016-07-03T00:00:00Z,1,2,NA
Road,Potentilla gracilis,Potentilla gracilis,2016,2016-07-03T00:00:00Z,2,2,NA
Road,Potentilla gracilis,Potentilla gracilis,2016,2016-07-03T00:00:00Z,3,3,NA
Road,Potentilla gracilis,Potentilla gracilis,2016,2016-07-03T00:00:00Z,4,4,NA
Road,Potentilla gracilis,Potentilla gracilis,2016,2016-07-03T00:00:00Z,5,9,NA
Road,Potentilla hippiana,Potentilla hippiana,2016,2016-07-03T00:00:00Z,1,2,NA
Road,Potentilla hippiana,Potentilla hippiana,2016,2016-07-03T00:00:00Z,2,0,NA
Road,Potentilla hippiana,Potentilla hippiana,2016,2016-07-03T00:00:00Z,3,0,NA
Road,Potentilla hippiana,Potentilla hippiana,2016,2016-07-03T00:00:00Z,4,0,NA
Road,Potentilla hippiana,Potentilla hippiana,2016,2016-07-03T00:00:00Z,5,0,NA
Road,Ranunculus alismifolius,Ranunculus alismifolius,2016,2016-07-03T00:00:00Z,1,0,NA
Road,Ranunculus alismifolius,Ranunculus alismifolius,2016,2016-07-03T00:00:00Z,2,0,NA
Road,Ranunculus alismifolius,Ranunculus alismifolius,2016,2016-07-03T00:00:00Z,3,0,NA
Road,Ranunculus alismifolius,Ranunculus alismifolius,2016,2016-07-03T00:00:00Z,4,0,NA
Road,Ranunculus alismifolius,Ranunculus alismifolius,2016,2016-07-03T00:00:00Z,5,23,NA
Road,Rumex acetosella,Acetosella vulgaris,2016,2016-07-03T00:00:00Z,1,0,NA
Road,Rumex acetosella,Acetosella vulgaris,2016,2016-07-03T00:00:00Z,2,1,NA
Road,Rumex acetosella,Acetosella vulgaris,2016,2016-07-03T00:00:00Z,3,37,NA
Road,Rumex acetosella,Acetosella vulgaris,2016,2016-07-03T00:00:00Z,4,2,NA
Road,Rumex acetosella,Acetosella vulgaris,2016,2016-07-03T00:00:00Z,5,0,NA
Road,Rumex sp.,Rumex sp.,2016,2016-07-03T00:00:00Z,1,0,NA
Road,Rumex sp.,Rumex sp.,2016,2016-07-03T00:00:00Z,2,0,NA
Road,Rumex sp.,Rumex sp.,2016,2016-07-03T00:00:00Z,3,0,NA
Road,Rumex sp.,Rumex sp.,2016,2016-07-03T00:00:00Z,4,1,NA
Road,Rumex sp.,Rumex sp.,2016,2016-07-03T00:00:00Z,5,0,NA
Road,Taraxacum officinale,Taraxacum officinale,2016,2016-07-03T00:00:00Z,1,8,NA
Road,Taraxacum officinale,Taraxacum officinale,2016,2016-07-03T00:00:00Z,2,4,NA
Road,Taraxacum officinale,Taraxacum officinale,2016,2016-07-03T00:00:00Z,3,18,NA
Road,Taraxacum officinale,Taraxacum officinale,2016,2016-07-03T00:00:00Z,4,32,NA
Road,Taraxacum officinale,Taraxacum officinale,2016,2016-07-03T00:00:00Z,5,18,NA
Road,Trifolium longipes,Trifolium longipes,2016,2016-07-03T00:00:00Z,1,0,There were 2 more species of Trifolium (purple not white) blooming later in the season (July) and there is a chance that some of these are those species.
Road,Trifolium longipes,Trifolium longipes,2016,2016-07-03T00:00:00Z,2,0,There were 2 more species of Trifolium (purple not white) blooming later in the season (July) and there is a chance that some of these are those species.
Road,Trifolium longipes,Trifolium longipes,2016,2016-07-03T00:00:00Z,3,0,There were 2 more species of Trifolium (purple not white) blooming later in the season (July) and there is a chance that some of these are those species.
Road,Trifolium longipes,Trifolium longipes,2016,2016-07-03T00:00:00Z,4,16,There were 2 more species of Trifolium (purple not white) blooming later in the season (July) and there is a chance that some of these are those species.
Road,Trifolium longipes,Trifolium longipes,2016,2016-07-03T00:00:00Z,5,64,There were 2 more species of Trifolium (purple not white) blooming later in the season (July) and there is a chance that some of these are those species.
Road,Trogopodon dubius,Trogopodon dubius,2016,2016-07-03T00:00:00Z,1,1,NA
Road,Trogopodon dubius,Trogopodon dubius,2016,2016-07-03T00:00:00Z,2,1,NA
Road,Trogopodon dubius,Trogopodon dubius,2016,2016-07-03T00:00:00Z,3,4,NA
Road,Trogopodon dubius,Trogopodon dubius,2016,2016-07-03T00:00:00Z,4,0,NA
Road,Trogopodon dubius,Trogopodon dubius,2016,2016-07-03T00:00:00Z,5,0,NA
Road,Valeriana capitata,Valeriana capitata,2016,2016-07-03T00:00:00Z,1,0,NA
Road,Valeriana capitata,Valeriana capitata,2016,2016-07-03T00:00:00Z,2,0,NA
Road,Valeriana capitata,Valeriana capitata,2016,2016-07-03T00:00:00Z,3,10,NA
Road,Valeriana capitata,Valeriana capitata,2016,2016-07-03T00:00:00Z,4,4,NA
Road,Valeriana capitata,Valeriana capitata,2016,2016-07-03T00:00:00Z,5,0,NA
Road,Valeriana edulis,Valeriana edulis,2016,2016-07-03T00:00:00Z,1,0,NA
Road,Valeriana edulis,Valeriana edulis,2016,2016-07-03T00:00:00Z,2,0,NA
Road,Valeriana edulis,Valeriana edulis,2016,2016-07-03T00:00:00Z,3,0,NA
Road,Valeriana edulis,Valeriana edulis,2016,2016-07-03T00:00:00Z,4,0,NA
Road,Valeriana edulis,Valeriana edulis,2016,2016-07-03T00:00:00Z,5,2,NA
Road,Veratrum californicum,Veratrum californicum,2016,2016-07-03T00:00:00Z,1,0,NA
Road,Veratrum californicum,Veratrum californicum,2016,2016-07-03T00:00:00Z,2,0,NA
Road,Veratrum californicum,Veratrum californicum,2016,2016-07-03T00:00:00Z,3,0,NA
Road,Veratrum californicum,Veratrum californicum,2016,2016-07-03T00:00:00Z,4,0,NA
Road,Veratrum californicum,Veratrum californicum,2016,2016-07-03T00:00:00Z,5,9,NA
Road,Vicia americana,Vicia americana,2016,2016-07-03T00:00:00Z,1,16,NA
Road,Vicia americana,Vicia americana,2016,2016-07-03T00:00:00Z,2,0,NA
Road,Vicia americana,Vicia americana,2016,2016-07-03T00:00:00Z,3,0,NA
Road,Vicia americana,Vicia americana,2016,2016-07-03T00:00:00Z,4,0,NA
Road,Vicia americana,Vicia americana,2016,2016-07-03T00:00:00Z,5,0,NA
Road,Viola sp.,Viola sp.,2016,2016-07-03T00:00:00Z,1,29,NA
Road,Viola sp.,Viola sp.,2016,2016-07-03T00:00:00Z,2,1,NA
Road,Viola sp.,Viola sp.,2016,2016-07-03T00:00:00Z,3,5,NA
Road,Viola sp.,Viola sp.,2016,2016-07-03T00:00:00Z,4,0,NA
Road,Viola sp.,Viola sp.,2016,2016-07-03T00:00:00Z,5,0,NA
